name,category,rating,reviews,installs,price,description,updated,developer
Top Fitness,Health & Fitness,,,500+,0,"With Top Fitness, all gym members who use EVO can take the training experience wherever they are! 
 See everything Top Fitness offers for your training experience: 
 - Access your TRAININGS
 - Consult the class AGENDA: check in, check timetables and reserve a place in the room.
 - NOTIFICATIONS: Top Fitness notifies you of your upcoming activities or if someone has sent you a message, so you don't run the risk of missing any more classes or that important message! 
 And much more!",1727267350,W12 EVO
Best Fitness Gyms,Health & Fitness,4.67,109.0,"10,000+",0,"With the Best Fitness Training App, you can start tracking your workouts and meals, measuring results, and achieving your fitness goals, all with the help of your personal trainer.

- Access training plans and track workouts
- Schedule workouts and stay committed by beating your personal bests
- Track progress towards your goals
- Manage your nutrition intake as prescribed by your coach
- Set health and fitness goals
- Message your coach in real-time
- Track body measurements and take progress photos
- Get push notification reminders for scheduled workouts and activities
- Connect to wearable devices like Apple Watch (synced to Health app), Fitbit and Withings to sync body stats instantly

Download the app today!",1734544943,Best Fitness
Map My Fitness Workout Trainer,Health & Fitness,4.661438,65208.0,"1,000,000+",0,"A complete set of tracking & training tools to help you reach your fitness goals.

Whether you're new to the weight room, or a seasoned weightlifter, you'll find the features and tools needed to stay on track and motivated to hit your goals. Get personalized workout routines written by internationally recognized coaches and athletes. Track your exercise progress over time. Share and discover new workout routines performed by a community of over 100 million fitness enthusiasts.

TRACK YOUR GYM WORKOUTS WITH EASE
- Log strength workouts with more detail and track your progress over time by logging load, sets, and reps. tracking your load, sets, and reps per exercises.
- Build your own workout routine from over 800+ exercises.
- Discover fresh and new Workout Routines written by  internationally recognized coaches and athletes, and share your favorite routines with others.
- Connect with 400+ devices to import and analyze all your data in one place.

CONNECT WITH APPS AND WEARABLES
- Use bluetooth to connect to supported gear to the app for a premium experience, more data to improve your run, and route tracking.
- Sync with the latest apps and most wearables, including Apple Health, Garmin, and more.

ANALYZE YOUR PERFORMANCE ON EVERY WORKOUT
- Gain in-depth insights on every workout, with detailed stats including pace, distance, duration, calorie burn, elevation, and more.
- Keep an eye on your progress by reviewing your previous workouts.
- Set personal goals and adjust them as you improve with each workout.
- Get visual, haptic, and audio progress updates in real-time.

JOIN THE COMMUNITY
- Activity Feed - find friends and other walkers to motivate you.
- Share workouts on your favorite social networks.
- Join Challenges - compete with others or yourself, climb the leaderboard, and win awesome prizes.

TRAIN LIKE A PRO WITH MVP PREMIUM FEATURES
- Unlock the best tools to turn your goals into achievable plans with a Premium membership.
- Use Live Tracking to give loved ones peace of mind -- This safety feature can share your real-time run location with a secure list of family and friends.
- Execute Training Plans and reach weight loss or distance goals with personalized plans that adapt dynamically to your fitness level as you improve.
- Monitor & analyze heart rate zones to adjust your training based on goals.
- Set a goal for your run and stay on track with audio coach updates, including pace, cadence, distance, duration, calories, and more.

If you upgrade to a Premium MVP subscription, payment will be charged to your Google Play account at confirmation of purchase. Your subscription renews automatically unless canceled at least 24 hours prior to the end of the current period. There is no increase in cost when renewing.

Subscriptions can be managed and auto-renewal turned off in Account Settings under 'Subscriptions' in the Google Play Store after purchase. Once purchased, the current period cannot be canceled. Any unused portion of a free trial period is forfeited if you choose to purchase a premium subscription to MVP.

Find the full terms, conditions, and our privacy policy at:
https://outsideinc.com/privacy-policy/
https://www.outsideinc.com/terms-of-use/

EULA: https://www.apple.com/legal/internet-services/itunes/dev/stdeula/

Note: Continued use of GPS running in the background can dramatically decrease battery life.",1736551661,"MapMyFitness, Inc."
Top Fit Gym,Health & Fitness,,,100+,0,"With Top Fit Gym, all members of gyms that use EVO can take the training experience wherever they are! 
 See everything Top Fit Gym offers for your training experience: 
 - Access your TRAININGS: information about exercises, loads, repetitions, execution tips and training expiration dates. Also consult your physical assessment whenever you want. 
 - Consult the class AGENDA: check in, check schedules, reserve a place in the room and, if the class you want is full, be notified as soon as there is a space available! 
 - NOTIFICATIONS: Top Fit Gym notifies you of your upcoming activities or if someone has sent you a message, so you don't run the risk of missing any more classes or that important message! 
 And much more!",1726107099,W12 EVO
Fitness RPG: Walking Games,Health & Fitness,4.2622223,8356.0,"1,000,000+",0,"🏆<b>Best of 2019, Google Play</b>🏆 

<b>PEDOMETER + RPG</b>! Train your team of heroes with fitness goals, as you engage in pedometer games. The more activities you complete, the stronger your heroes become! Fit for battle! Let's take on challenges together and embark on the journey of becoming the new best you in this fitness RPG!

It has been 12 years since the Dark Force took over Fitland. Villagers await the saviour to return. Will you be the one to lead a team of heroes, defeat enemies and save them all?

Fitness RPG, is a unique fitness app that combines the elements of a fitness tracker and game. With this 'fit game', users can turn their workouts into an exciting and engaging RPG experience. The app tracks your physical activities, such as running, lifting weights, and walking, and converts them into game metrics to help you level up your character. It works as a 'free walking tracker', making it easier for users to monitor their steps and distance covered. Also, the app supports 'weight loss' goals by tracking calorie burn and offering fitness challenges. The app's 'fitness tracker and game' features also allow users to set fitness goals and challenges, as well as track their progress over time. With 'walking fit' challenges and other fun activities, Fitness RPG encourages users to stay active and motivated in their fitness journey. Whether you're a fitness enthusiast or just looking for a fun way to stay in shape, Fitness RPG offers a unique and enjoyable approach to achieving your fitness goals.

KEY FEATURES:

* Fitness RPG - Convert your steps into free energy and use them to level u
p heroes

* Sync steps - Connect and sync steps from phone, Fitbit and Google Fit

* Battlegrounds - Explore the Fitland map, fight monsters and save the realm

* Team of heroes - Collect and train different heroes, form the ace team

* Precious equipment and skins - Collect, upgrade precious weapons to make your team stronger

* Arena - Compete with other players and fight your way to the top

GOOGLE FIT:

Connect to Google Fit and play RPG with steps done by 3rd party apps. For example: Runkeeper, Runtastic, Nike, Fitbit app, and etc. Enjoy with other games like Ring Fit adventure, Zombies Run Habitica, Life RPG, playfitt, and Walkr.",1739195947,Shikudo - Walking and Focus Games
LA Fitness Mobile,Health & Fitness,2.915694,13051.0,"1,000,000+",0,"LA Fitness wants you to “exercise your options” and maximize your fitness opportunities, and this complimentary application helps you stay connected to LA Fitness no matter where you are.  

- Check-in to the club using the Mobile Membership Card option
- Find Clubs and Classes
- Create quick access to your Favorite Clubs, Classes, and Instructors
- Book Personal Training sessions
- Reserve Racquetball/Squash courts
- Review your Check-in History, and much more.",1738699337,"Fitness International, LLC"
Academia Top Fitness,Health & Fitness,,,"1,000+",0,"unique application for students of the Academy Top Fitness. Contact us and get access to a training specially prepared for you. In this App you get:
- Access to training
- Access to reviews
- Training History
- Training registration Previous
- responds to the Reviews
- Charts with the evolution of results
- Receive Notifications
- Competition between students and ranking score",1704501245,Thiago Tavares Braga
Fitness Coach: Weight Loss,Health & Fitness,4.919743,251898.0,"10,000,000+",0,"<b>Fitness Coach</b> will be your helper to attack your fitness goals. We have various plans to fulfill your fitness aspirations. Want to build muscle, burn fat or keep fit? We will take you there! Whether you wish to target your core, butt, leg, arm, chest or full body, you will find what fits you perfectly.

The brilliant part? No matter what your exercise level is, you can dive into your special daily routine at home or anywhere and without equipment or coach. What is more, you can find effective and time-efficient sweat sessions as short as 2 minutes.

Fitness Coach also ensures you can make the most of workouts by providing you with animations and video guidance and all your well-being data.

Use our app developed by the famous fitness developer to get your workout plan, pursue your fitness goals and witness your success together with millions of happy LEAP users.

<b>Fantastic Features Designed for You:</b>

🏃‍♂️ Special plans and training according to your fitness goal
🏠 Bodyweight workout at home with no equipment needed
👨‍👩‍👧‍👦 Beginner, intermediate and advanced level to match your needs
🎓 100+ plentiful workouts designed by experts
🎥 Professional coach or animation video guidance
📊 Your individual data tracking chart
💬 Sharing your fitness journey with friends

✨<b>Customize home workout for you</b>
Don't know how to choose workouts? You’d better use our app to notch your fitness goals up. You will find your fit from 100+ workouts and explore trending choices. Besides, you could do HIIT, with dumbbell workouts & stretch.

✨<b>Challenge yourself through 30-day plans</b>
Your 30-day plan would be tailored by experts and adjusted from your instant review. You can blast calories, boost the immune system and so on by 9 types of plans. Rest days and different exercises to alter your training body parts make your fitness journey more reasonable.

✨<b>Get targeted support at every level</b>
Whether you are a beginner or a fitness expert, you will get your routine to your ability. You can choose different plan levels to increase the difficulty and challenge yourself.

✨<b>Train anywhere and anytime with no equipment</b>
We provide body weight flexible workouts to fit into your busy life. From a 2-minute routine to a full workout over 30 minutes, you can build healthy habits anywhere.

✨<b>Exercise alongside professional coach and guidance</b>
You can follow along with a coach to get voice and video guidance. You will exercise correctly by detailed instruction and preparation tips, improving your workout efficiency and prevent injury for sure.

✨<b>Know your fitness journey thoroughly</b>
Your latest data and changes of steps, water intake, weight, exercise records, calories burned are showed daily/weekly/monthly to make you stay on track. You can also sync your data to Google Fit.

✨<b>Be inspired by sharing your progress</b>
In the realm of fitness, you don't have to be alone. Every exciting moment and even tiny progress could be witnessed and cheered by your friends. Share your happiness and enjoy it!

Now it is time to go start crushing your goals and download our app today!",1735298195,Leap Fitness Group
Home Workout App: Fitness,Health & Fitness,4.834239,64969.0,"1,000,000+",0,"Looking for a free home workout app for Android that meets all your needs? This app is your ultimate fitness solution! Whether you want to boost muscles, lose weight or stay fit, our program offers you personalized workout plans for free. No gym or equipment required, just a free app—boost your physical fitness comfortably easily at home!

Aiming to lose weight and build six packs, but no results? Want to hit your target areas effectively? With our expert-designed plan tailored for you, you can easily yield visible results in just 4 weeks at home. To maximize training benefits, this home workout app for Android offers targeted exercises for abs, chest, butt & legs, arms and full body, determined to unlock your full potential.

<b>Unmissible Features and Benefits</b>
🔥 Personalized Workout Plans:
Tailored to your goals! With this free workout app for Android, it’s so easy to lose weight, gain six packs, and keep fit.
📌 Focus on Target Areas:
Targeted exercises for abs, chest, butt & legs, arms and full body to boost muscles.
💪 Suitable for All Fitness Levels:
Whether you’re a newbie or a pro, there are always adaptive workouts for you in our fitness app for Android.
🏠 Workouts at Home:
Just download the app for Samsung, Redmi and more, and make a real difference at home without any equipment.
🎓 Expertly Crafted Workouts:
Enjoy the combination of cardio, strength and recovery training and see amazing results with our workout app for Android! 
🧩 Fun & Diverse Home Workouts:
All popular free workouts at home in one app for Android: Push-up challenges; six-pack building & strength training; weight loss workouts; exercises for abs, upper body, legs, and full body; HIIT;  warm-up & stretching and more. 
📊 Smart Progress Tracker：
To record your progress automatically and keep you motivated.
⏰ Daily Reminders:
To ensure you never miss a workout and help you stay committed.
🔝 Detailed Video Instruction:
Follow the professional guidance for free to avoid injuries and maximize your efforts.

<b> Effective Muscle Boosting and Strength Training</b>
Ready to get the most effective workouts to build amazing six-packs? From beginner to pro, our home workout app for Android is designed to provide every user with a comprehensive fitness experience and the best results.

<b>Weight Loss & Fat Burning</b>
Seeking a workout app for Android to shed extra fat and achieve a sculpted physique? You can find the most effective fat-burning workouts here! By combining a series of highly effective fat-burning exercises like HIIT, you can burn more calories in less time.

<b>Convenient Home Workout App for Android</b>
Achieve your fitness goals without leaving the comfort of your home with our workout app for Android. We offer a diverse range of free workouts at home that require no equipment, utilizing just your body weight for a convenient daily routine. 

<b>Diverse Workouts and Exercises</b>
Our special-designed workout app for Samsung, Redmi and Motorola provides a wide range of targeted exercises to meet all your needs\, including strength training, six-pack abs workout, and weight loss programs. Moreover, there are tons of other exercises, such as burpees, push-up challenges, planks, mountain climbers, squats, and sit-ups.

<b>Professional Coaches</b>
Personalized plans and workouts are all designed by professional fitness coaches. Follow along with instructional videos guided by experts. It's like your personal fitness trainer!

Build six-packs, boost your muscles and achieve your fitness goal from here! Download Home Workout App for Android and start your fitness journey today. Embrace a healthier and stronger you!",1737107880,EZ Health
One Fitness App,Health & Fitness,4.56,332.0,"10,000+",0,"Discover the ultimate fitness solution with One Fitness! Whether you're aiming to build muscle, lose weight, or tone up, our app is your all-in-one resource for a healthier lifestyle. Get started now and join a community committed to success!

Why Choose One Fitness?

- Personalized Workout Programs: Tailored to your goals - from gym-based muscle building to home workouts for weight loss.
- Iulia's Plan: Train like a pro with the founder’s own gym routine.
- Kitchen Feature: Easy meal planning and macro tracking at your fingertips.

Innovative Features for Optimal Results

- Weekly New Workouts: Stay motivated with fresh gym and home workout routines.
- Get Strong Challenge: 90-day muscle-building program, ideal for sculpting your physique before summer.
- Summer Challenge: Intensive 3-month program, crafted for cutting body fat and achieving a lean, toned physique in time for summer.
- Track Your Progress: Monitor your growth with our in-app tracking tool.
- Exercise Alternatives: Suitable options for all fitness levels.
- Offline Mode: Download workouts and access them anywhere, anytime.

Start Your Fitness Journey Today!

Download One Fitness now for a free 7-day trial of any plan. Choose from our full range of subscription options, including monthly and yearly plans, or opt for our Lite plan if you're specifically interested in accessing Iulia's personal workout regimen. With these flexible options, achieving your fitness goals has never been easier. Join our thriving community and discover why hundreds have already found success with One Fitness.

Your Feedback Matters

We're constantly evolving, and your feedback is crucial. Share your experience and suggestions to help us improve.

Subscription Details & Policies

Download One Fitness for free. Unlock full access with our Monthly or Yearly Plans. Manage subscriptions easily in iTunes. Check our Privacy Policy and Terms of Use for more details.",1738092755,Iulia Danilova Fitness LLC
Beat Boxing Fitness,Health & Fitness,4.76,175.0,"50,000+",0,"Beat Boxing Fitness is a non-stop fat burning cardio class that combines punching, kicking, boxing style moves, and dance moves to today's hottest music from all genres. 

How Beat Boxing Fitness Works

Our dance cardio classes will help you burn calories & tone all at the same time.. we have workouts without weights that will help with weight loss & toning your whole body. 

We also have workouts with weights for added toning & maximum benefits. 

So, whether your trying to build muscle, lose weight, gain confidence, or all of the above..we have the workouts for you!!

Back Story

Beat Boxing Fitness was created by Beverly Thomas in 2015. She fell in love with dance fitness and wanted to create something easy to follow but effective & FUN. It was a hit and people from all over the area quickly fell in love with it as well. A few years later her daughter fell in love with the classes & concept of it. It then became a family business and now her and her daughter own a hometown fitness studio together in West Virginia. They started online on tiktok sharing routines & success stories and gained 330,000 virtual fans/followers in just months. Now Beat Boxing Fitness offers online classes & workouts to people all over the world. 

We have an amazing fit family & would love for you to join us!!

To access all features and content you can subscribe to Beat Boxing Fitness on a monthly or yearly basis with an auto-renewing subscription right inside the app.* Pricing can vary by region and will be confirmed before purchase in the app. In app subscriptions will automatically renew at the end of their cycle.

* All payments will be paid through your Google Account and may be managed under Account Settings after the initial payment. Subscription payments will automatically renew unless deactivated at least 24-hours before the end of the current cycle. Your account will be charged for renewal at least 24-hours prior to the end of the current cycle. Cancellations are incurred by disabling auto-renewal.

Terms of Service: https://beatboxingfitnessworkouts.vhx.tv/tos
Privacy Policy: https://beatboxingfitnessworkouts.vhx.tv/privacy

Some content may not be available in widescreen format and may display with letter boxing on widescreen TVs",1737000042,Haily Prantil
WalkOn Fitness,Health & Fitness,5.0,36.0,"1,000+",0,"BELIEVE IN YOU.
The hardest place to start is at the beginning. 

The WalkOn Fitness app is not just a collection of workouts - it is insight into the mindset of a champion. Through motivation and hard work you can take steps to become a better version of yourself.  

•  Prepare Your Mind. Prepare Your Body. Everyday you’ll have the opportunity to mentally and physically prepare for your workout the following day.

•  Wake Up. You’ll learn to wake up your body daily. Whether you are in the gym or at home, these workouts will prepare your body and mind for strength and resilience.

•  Work Hard. Give it Your Everything. Everything worthwhile in life takes dedication, perseverance and mental fortitude. It even takes failure. Believe in yourself. Talk to yourself, encourage yourself. Master your mind and body.

FIND THE TRIANGULAR APPROACH TO HEALTH

At WalkOn Fitness, we are committed to the Triangular Approach to Health - Mindset, Body, and Nutrition. With our premium subscription, you will get access to programs such as the 6-Week Full Body Program where Michael Chandler leads you through a challenging series of workouts.

Want to start out a little bit easier? No problem - with one of our 4-Week programs you can focus on building your upper or lower body.

Don’t want to head to the gym? Not enough time to work out? Try no excuses! We have a 4-Week Bodyweight workout program where you can train side-by-side with Michael Chandler himself!

We are committed to bringing you a wide variety of content with regular updates and in future months you will see a number of trainers join with their own takes on the Triangular Approach to Health.

Don’t wait, get started today! The first step is always the hardest.",1734702169,Riithink
EōS Fitness,Health & Fitness,3.3910034,2892.0,"500,000+",0,"Elevate your fitness routine with the app! It's your all-in-one solution to easily monitor your workouts, track progress, and achieve your fitness goals with engaging insights and motivation.

The app offers an array of features, including:

Workout Tracking
Seamlessly capture all your workout data from gym equipment or manually enter it for a complete record.

Training Plans
Optimize your workouts with personalized plans provided by your fitness facility or trainer.

Activity Levels
Stay motivated with encouraging milestones as you progress to higher levels.

Fun Challenges
Challenge yourself with time-based activities that reward you with kudos, activity points, and prizes.

Schedules
Manage and book classes with ease to keep yourself on track.

And much more!

Have a comment or question about the app? Email our team directly at digitalsupport@egym.com.",1735300172,EGYM Inc.
Tone It Up: Fitness App,Health & Fitness,4.535714,2551.0,"100,000+",0,"Tone up and get results! Join the best app for women’s fitness programs! Enjoy access to everything you need to feel fit, happy, and confident. Start now with no commitments! 

Work out at home with the top trainers and millions of women worldwide in the Tone It Up Community! Achieving amazing results has never been easier! Katrina Scott, Karena Dawn, and the top personal trainers have designed workout plans to help you feel fit, strong, and more confident.

Whether you’re taking your at home workouts to the next level or are getting started with an exercise routine, Tone It Up is the daily fitness app for you. 

THE BEST WORKOUTS & PROGRAMS THAT GET AMAZING RESULTS
- Toning, sculpting, yoga, pregnancy workouts, postnatal routines, meditations, strength training, dance, kickboxing, and barre!
- 500+ on-demand workouts for every goal and fitness level
- Full-length, follow-along videos to make sure you’re getting the most out of every workout
- Proper exercise technique is key and we’re here to teach you and keep you motivated 
- Programs and challenges with weekly schedules that remove any guesswork ~ if you are targeting weight loss, strength, endurance, or simply want to increase your activity, there’s a Tone It Up program for you
- Pregnancy and postnatal programs with perfect-length workouts 
- Everything you need to stay accountable including class reminders & progress tracking
- Build lean muscle with full body workouts, and target specific areas with abs, butt, arm and leg workouts 


DELICIOUS & EASY HEALTHY MEALS 
- Simple tips and guidelines from top experts for eating healthy 
- Get started with hundreds of healthy, satisfying, & exciting recipes designed for your goals
- Protein muffins, post-workout smoothies, easy dinners for the entire family, healthy desserts, and so much more
- Choose from hundreds of delicious meals including vegetarian, vegan, high protein, and gluten free options


EVERYTHING YOU NEED ALL IN ONE PLACE 
- Daily fitness workouts designed to make you sweat 
- Meditations for self-love, calmness, creativity, gratitude & more
- Whether you’re looking to boost your booty or tone those abs, we're here to help you achieve your goals. You're not in this alone!
- Hundreds of cardio workouts, HIIT workouts, barre workouts, dumbbell workouts, yoga workouts, healthy recipes and more 
- Earn badges and celebrate every achievement 
- Connect and work out with women doing the same program as you
- Stay accountable & motivated with connections in your app

Oh, and did we mention you’ll sweat, burn calories, and feel amazing too!

The TIU fitness app is one of the best exercise apps for women! We're all in this together and we can't wait to cheer you on!

--------------------------------------

Subscription Pricing & Terms

Your Tone It Up app is free to download and access. All new customers are welcome to a one-time free trial period to the Studio, the premium, in-app subscription purchase. Premium access subscriptions are auto-renewing. If you don’t elect to purchase premium features, you can continue using your TIU App for free.

Read our full Terms and Conditions at https://www.toneitup.com/tone-it-up-terms-and-conditions/ and our Privacy Policy at https://www.toneitup.com/tone-it-up-privacy-policy/",1724176448,Tone It Up
Sweat: Fitness App For Women,Health & Fitness,4.3061223,39193.0,"5,000,000+",0,"Train at home or in the gym with one of the world’s largest women’s fitness communities! Get the fitness motivation you need with Sweat, a personal training app featuring co-founder and elite head trainer, Kayla Itsines. 

Sweat offers a broad suite of challenging, yet achievable programs with workouts you can do anywhere, anytime to progressively build your fitness. New programs give you more ways to push yourself and get you closer to reaching your goals. Stay accountable with virtual community challenges and feel supported by like-minded women everywhere.

Join Kayla and Sweat’s other world-class trainers: Kelsey Wells, Britany Williams, Cass Olholm — and more! — on your journey to discovering fitness confidence.

All new members get exclusive access to a free trial.

Find a training style you enjoy with easy-to-follow beginner, intermediate and advanced workouts, including:
- HIIT (High-intensity interval training)
- Circuit Training
- Bodyweight exercises
- Powerbuilding
- Strength training
- Yoga
- Barre
- Pilates
- Recovery
- Cardio
- Pregnancy and postnatal

Train your way — follow a program or work out on demand. Choose workouts that suit your lifestyle with no equipment, free weights or machines and express workouts when you are short on time. 

Sweat’s features make it simple to stay on track and keep on top of your progress. Features include:
- Exercise descriptions and video demonstrations
- Exercise substitutions to make movements harder or easier
- Trainer audio cues
- Log weights used during gym-based programs
- Planner to schedule your workouts and track your weekly progress
- Share “sweaty selfies” with your friends and the Sweat Community to keep motivated
- Comprehensive education section covering fitness, nutrition and wellbeing
- Over 200 fresh & fast meals for every lifestyle
- Daily step and hydration trackers
- 24/7 access to the Sweat Community

SUBSCRIPTION PRICING & TERMS
Sweat is free to download. Ongoing use requires an active subscription, available on a monthly or yearly basis. New customers who choose a monthly subscription are eligible for a free trial period. Yearly subscriptions are billed the total annual fee from purchase date. Monthly subscription users are billed per month.
Payment will be charged to your credit card through your Google Play account at confirmation of purchase. Subscription renews automatically unless cancelled at least 24 hours prior to the end of the subscription period. There is no increase in price when renewing.
Subscriptions can be managed and auto-renewal turned off in Account Settings in Google Play after purchase. Once purchased, refunds will not be provided for any unused portion of the term. Read our full Terms of Service and our Privacy Policy at https://www.sweat.com/privacy",1739320913,Sweat
7 Minute Workout,Health & Fitness,4.8049407,396353.0,"10,000,000+",0,"<b>Best of 2016 App</b>, <b>Top Trending App</b> and <b>Best Self-Improvement App</b> selected by Google Play.

Featured by Google Play! No. 1 in over 19 countries and among the top 5 health apps in over 57.

Now supports <b>Google Fit</b>, and comes with the new abs workout.

Over 3 million users love 7 minute workout. <b>Scientifically proven</b> to assist weight loss and improve cardiovascular function.

If you want to <b>lose weight, get a flat tummy & strengthen your abdominal muscles</b>, try 7 Minute Workout and get a <b>six pack</b> while strengthening your core and toning your abs, with videos that show you how to perform each exercise.

The best exercises for regular people just like you and me, you can do a quick-fit workout anytime anywhere. It only takes 7 minutes. This 7 minute workout has been highlighted by the New York Times as offering ""<b>maximum results with minimal investment</b>"".

This 7 minute workout is based on HICT (high intensity circuit training), proven to be the “safest, most effective, and most efficient” way to improve your muscular and aerobic fitness, and make you healthier.

The best workout app consists of only 12 exercises to be done for 30 seconds, with 10 second breaks between each exercise. All you need is a chair and a wall. Repeat 2-3 circuits depending on how much time you have. Make it your first choice at home or at the office.

Features:
Google Fit support
Voice guidance
Adjustable circuit time
Adjustable rest time
Keep the screen on when you workout
Beautiful character and UI design
Workout log shows your complete workout time
Ability to pause the workout, and skip to the next or the previous exercise
Notifications for daily workout
Abs workout for women

Permissions description:

Storage：
To save data to your SD card or phone

Network communication:
To support saving data to Google Fit

Phone call:
You can still receive important phone calls during workouts

System tools:
This permission is for starting up notifications after rebooting the phone

Hardware controls:
For notification vibration

Fitness App
Multiple abs workouts are available to help you get six pack abs. Follow your personal trainer and expert workouts, six pack abs is within your reach!

Short Workouts
We have short workouts for people who don’t have much time to exercise, you will get the sweats and fast heartbeat in a few minutes. These HIIT (high-intensity interval training) can maximize the results.

Workout at Home
Take a few minutes a day to lose weight and keep fit effectively with our workout at home. No equipment needed, just use your bodyweight to workout at home.

Fat Burning Workouts & Hiit Workouts
The best fat burning workouts & hiit workouts for better body shape. Burn calories with fat burning workouts, and combine with hiit workouts to get the best results.

Fitness Coach
All workouts are designed by professional fitness coach. Workout guide through the exercise, just like having a personal fitness coach in your pocket!",1714978292,Simple Design Ltd.
Workout Planner 30 Day Fitness,Health & Fitness,4.732673,41418.0,"5,000,000+",0,"No need to go out to the gym as this Workout Planner & Weight Loss app brings your gym to your home. Give yourself 5 minutes to get fit and healthy. Daily work out at home to shape your abs, arms, butt, legs, and chest workout. Workout app for free provides personalized workout planner. Muscle building without equipment or fitness coach with free workout at home.

The exercises in the Workout Planner 30 Day Fitness are varied. To ensure that you're performing the exercise correctly, the fitness app has a built-in timer and step-by-step instructions.

Workout Planner - 30 day fitness app provides a range of features to help you reach your goal. Track your daily workout routine and get reminders to stay active. You can easily track your progress over time with a free fitness app. You can view detailed reports (daily & weekly report with burn calories & lose belly fat calculations). Workout tracker works like a fitness coach.	

Workout Planner & Weight Loss App Core Features
Personalized fitness plan.
Build muscles with multiple home exercises without going to gym.
Weekly and Monthly workout challenges.
Exercises based on different Intensities.
Audio guidance with step-by-step instructions.
Dynamically adjustable rest and exercise time.
Adjustable Weight & height with BMI calculations.
Progress rest to start all exercises from the beginning.
Daily workout reminders.
Detailed reports (Weekly & daily workout reports).

Note: workout app use FOREGROUND_SERVICE_DATA_SYNC permission that is essential for maintaining uninterrupted fitness trail session ensuring a seamless and consistent user experience.

Muscle Building Workout App:
It provides a range of features to help you in bodybuilding. You can easily shape your body, abs, chest, legs workout, arms, butt, and full body workout at home by doing simple exercises.

Six Pack - Abs Workout: 
Get a six pack in 30 days by a simple workout routine at home, whether you are a beginner or Pro. Give a few minutes to do abs workout and get the abs you want. The abs workout can help you lose belly fat as well as shape your abs.

Lose Weight - Fit at home: 
Target weight loss feature is available in the fitness app. Now users can set a target weight to achieve and track weight. Individual Weight Log for body building has been added inside the Report Section.

Workout Tracker: 
Keep track of your home gym workouts with an interactive log that lets you record and visualize the intensity, duration, and type of each exercise with detailed charts and graphs with free workout apps

Workout Planner: 
Choose from a variety of professionally designed 30 days workout planner. Whether you want butt workout, chest, legs, arm and full body workout, lose belly fat and lose weight in 30 days. Workout app brings your gym workout at home.

Set reminders: 
Home fitness app can track your daily workout routine. Set and manage reminders and alarms. With this exercise app, you'll have everything you need to help with a six pack and muscle booster.

Fitness coach - Training App: 
Fitness coach is working as your personal coach for expert advice and guidance. This muscle building app provides both free workout for men as well as workout for women.

Workout Planner & Weight Loss app brings your gym workout at your home. Download Workout Planner 30 Day Fitness app and enjoy its amazing content.
Workout app free is in development, we are still working hard to bring the best fitness app. So, if you have any suggestions about the app, please feel free to contact us.",1736921411,Fit Health Inc.
